soma_joinid	citation	collection_id	collection_name	collection_doi	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
652	Publication: https://doi.org/10.1016/j.cell.2021.11.031 Dataset Version: https://datasets.cellxgene.cziscience.com/d7d2718a-8a6a-4697-bded-6a4f00fa8d8c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a48f5033-3438-4550-8574-cdff3263fdfd	a48f5033-3438-4550-8574-cdff3263fdfd	HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps	10.1016/j.cell.2021.11.031	e40c6272-af77-4a10-9385-62a398884f27	d7d2718a-8a6a-4697-bded-6a4f00fa8d8c	Discovery (DIS) set of human colorectal tumor: Epithelial	e40c6272-af77-4a10-9385-62a398884f27.h5ad	65088
653	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/b13c4e1f-cbbc-4d98-8a19-209c7249bf93.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	b64ba72d-addb-4129-a572-c001699a0747	b13c4e1f-cbbc-4d98-8a19-209c7249bf93	Major cell cluster: Neural crest (PNS neurons)	b64ba72d-addb-4129-a572-c001699a0747.h5ad	103999
654	Publication: https://doi.org/10.1038/s41586-023-05769-3 Dataset Version: https://datasets.cellxgene.cziscience.com/4a633c9f-19fb-4ea9-b795-bbe48d746e85.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bcb61471-2a44-4d00-a0af-ff085512674c	bcb61471-2a44-4d00-a0af-ff085512674c	An atlas of healthy and injured cell states and niches in the human kidney	10.1038/s41586-023-05769-3	07854d9c-5375-4a9b-ac34-fa919d3c3686	4a633c9f-19fb-4ea9-b795-bbe48d746e85	Single-nucleus RNA-seq of the Adult Human Kidney (Version 1.0)	07854d9c-5375-4a9b-ac34-fa919d3c3686.h5ad	172847
655	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/5c935bb3-2c78-4e4b-85fc-b5579d9d56da.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	03181d87-4769-41e7-8c39-d9a81835f0d2	5c935bb3-2c78-4e4b-85fc-b5579d9d56da	Sst - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	03181d87-4769-41e7-8c39-d9a81835f0d2.h5ad	71545
656	Publication: https://doi.org/10.1016/j.ccell.2022.11.001 Dataset Version: https://datasets.cellxgene.cziscience.com/34536951-2c1e-474e-8d0b-334ee1dd8ea3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f7cecffa-00b4-4560-a29a-8ad626b8ee08	f7cecffa-00b4-4560-a29a-8ad626b8ee08	Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer	10.1016/j.ccell.2022.11.001	5af90777-6760-4003-9dba-8f945fec6fdf	34536951-2c1e-474e-8d0b-334ee1dd8ea3	Single-cell transcriptomic datasets of Renal cell carcinoma patients	5af90777-6760-4003-9dba-8f945fec6fdf.h5ad	270855
657	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/204f946d-0d1d-4a0a-9bdf-5243cb58b5d9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	de104f7e-14fa-4795-bd19-b5ee2c1563e0	204f946d-0d1d-4a0a-9bdf-5243cb58b5d9	L6 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	de104f7e-14fa-4795-bd19-b5ee2c1563e0.h5ad	40269
658	Dataset Version: https://datasets.cellxgene.cziscience.com/442baf4a-f707-41d7-abb8-777e6851b26e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/6b701826-37bb-4356-9792-ff41fc4c3161	6b701826-37bb-4356-9792-ff41fc4c3161	Abdominal White Adipose Tissue		9d8e5dca-03a3-457d-b7fb-844c75735c83	442baf4a-f707-41d7-abb8-777e6851b26e	22 integrated samples	9d8e5dca-03a3-457d-b7fb-844c75735c83.h5ad	72335
659	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/ef220f25-dc26-40d9-98de-7e137d2e1803.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	c202b243-1aa1-4b16-bc9a-b36241f3b1e3	ef220f25-dc26-40d9-98de-7e137d2e1803	Supercluster: Amygdala excitatory	c202b243-1aa1-4b16-bc9a-b36241f3b1e3.h5ad	109452
660	Publication: https://doi.org/10.1126/science.abo0510 Dataset Version: https://datasets.cellxgene.cziscience.com/102ff66f-13ec-437c-a4a5-4a89196d8b6f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561	b1a879f6-5638-48d3-8f64-f6592c1b1561	Mapping the developing human immune system across organs	10.1126/science.abo0510	aa633105-e8e5-4dcc-b72d-6da6c191b3e9	102ff66f-13ec-437c-a4a5-4a89196d8b6f	NK/T cells	aa633105-e8e5-4dcc-b72d-6da6c191b3e9.h5ad	172175
661	Publication: https://doi.org/10.1101/2023.11.07.566105 Dataset Version: https://datasets.cellxgene.cziscience.com/4dff5c5d-c1df-4f86-ba34-75d382750fa5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e	4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e	Single cell atlas of the human retina	10.1101/2023.11.07.566105	95ce06a0-7de9-4ab2-bcd1-a6625f55e7e3	4dff5c5d-c1df-4f86-ba34-75d382750fa5	snRNA-seq of human retina - RGC subclass	95ce06a0-7de9-4ab2-bcd1-a6625f55e7e3.h5ad	99707
662	Publication: https://doi.org/10.1038/s41591-021-01586-1 Dataset Version: https://datasets.cellxgene.cziscience.com/0cf05592-3267-4964-82a5-c98b3dac02ed.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7651ac1a-f947-463a-9223-a9e408a41989	7651ac1a-f947-463a-9223-a9e408a41989	Insulin is expressed by enteroendocrine cells during human fetal development	10.1038/s41591-021-01586-1	3f32121d-126b-4e8d-9f69-d86502d2a1b1	0cf05592-3267-4964-82a5-c98b3dac02ed	fetal and neonatal human small intestine cells	3f32121d-126b-4e8d-9f69-d86502d2a1b1.h5ad	36359
663	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/0d70c0b9-aa33-4e96-a48f-7bf4287a085b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	6437bc9c-16cb-46c8-8f79-9a7384a0212a	0d70c0b9-aa33-4e96-a48f-7bf4287a085b	L6 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	6437bc9c-16cb-46c8-8f79-9a7384a0212a.h5ad	44174
664	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/ca259ff9-32a7-45a5-a72d-87e5c1ffc18d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	8785f5ab-7d97-4b0d-9c56-636c63e151ab	ca259ff9-32a7-45a5-a72d-87e5c1ffc18d	Major cell cluster: Neural crest (PNS glia)	8785f5ab-7d97-4b0d-9c56-636c63e151ab.h5ad	126743
665	Publication: https://doi.org/10.1016/j.jcmgh.2022.02.007 Dataset Version: https://datasets.cellxgene.cziscience.com/b1ff0e05-486e-4569-92c7-d9100c833a03.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b	64b24fda-6591-4ce1-89e7-33eb6c43ad7b	A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics	10.1016/j.jcmgh.2022.02.007	019c7af2-c827-4454-9970-44d5e39ce068	b1ff0e05-486e-4569-92c7-d9100c833a03	A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics	019c7af2-c827-4454-9970-44d5e39ce068.h5ad	12590
666	Publication: https://doi.org/10.1126/science.abo0510 Dataset Version: https://datasets.cellxgene.cziscience.com/f48ee339-0720-4b59-8c8f-508ba957d25a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561	b1a879f6-5638-48d3-8f64-f6592c1b1561	Mapping the developing human immune system across organs	10.1126/science.abo0510	804d9a85-665b-45c6-b204-13457fdcc7ac	f48ee339-0720-4b59-8c8f-508ba957d25a	Megakaryocyte/erythroid cells	804d9a85-665b-45c6-b204-13457fdcc7ac.h5ad	149107
667	Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/d4fd8c0b-c9a8-4ed9-8ff3-a2417cc36615.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	486486d4-9462-43e5-9249-eb43fa5a49a6	d4fd8c0b-c9a8-4ed9-8ff3-a2417cc36615	T cells	486486d4-9462-43e5-9249-eb43fa5a49a6.h5ad	46140
668	Publication: https://doi.org/10.1016/j.cell.2021.02.018 Dataset Version: https://datasets.cellxgene.cziscience.com/526c1ebb-7d87-405d-8b64-5427105ba923.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0	ed9185e3-5b82-40c7-9824-b2141590c7f0	Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19	10.1016/j.cell.2021.02.018	21d3e683-80a4-4d9b-bc89-ebb2df513dde	526c1ebb-7d87-405d-8b64-5427105ba923	Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells	21d3e683-80a4-4d9b-bc89-ebb2df513dde.h5ad	246964
669	Publication: https://doi.org/10.1038/s41586-021-03929-x Dataset Version: https://datasets.cellxgene.cziscience.com/40650a4a-edf1-4bac-9e74-ffecf9491db4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/793fdaec-5067-428a-a9db-ecefe135c945	793fdaec-5067-428a-a9db-ecefe135c945	Blood and immune development in human fetal bone marrow and Down syndrome	10.1038/s41586-021-03929-x	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	40650a4a-edf1-4bac-9e74-ffecf9491db4	Fetal Bone Marrow (10x)	1a2e3350-28a8-4f49-b33c-5b67ceb001f6.h5ad	103228
670	Publication: https://doi.org/10.1126/science.abl5197 Dataset Version: https://datasets.cellxgene.cziscience.com/86c1e778-deb0-47e4-baf4-1a8b0c60f272.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3	62ef75e4-cbea-454e-a0ce-998ec40223d3	Cross-tissue immune cell analysis reveals tissue-specific features in humans	10.1126/science.abl5197	ae29ebd0-1973-40a4-a6af-d15a5f77a80f	86c1e778-deb0-47e4-baf4-1a8b0c60f272	T & innate lymphoid cells	ae29ebd0-1973-40a4-a6af-d15a5f77a80f.h5ad	216611
671	Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	96a3f64b-0ee9-40d8-91e9-813ce38261c9	95e49c50-3411-45f1-8c78-eb4732af7563	COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets	96a3f64b-0ee9-40d8-91e9-813ce38261c9.h5ad	239696
672	Dataset Version: https://datasets.cellxgene.cziscience.com/1d2e819f-2e01-4452-8420-d3230acb8df9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/3c4f0970-7614-43de-beb7-6128b3cb74ed	3c4f0970-7614-43de-beb7-6128b3cb74ed	Human and mouse dermal fibroblast atlas		a19d1667-a7b5-4556-9e5f-f9bfa690c0f1	1d2e819f-2e01-4452-8420-d3230acb8df9	Human dermal fibroblast atlas	a19d1667-a7b5-4556-9e5f-f9bfa690c0f1.h5ad	108440
673	Dataset Version: https://datasets.cellxgene.cziscience.com/51101a5a-7f7e-4559-b67a-5f5fd484569c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f	0f528c8a-a25c-4840-8fa3-d156fa11086f	An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5)		dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	51101a5a-7f7e-4559-b67a-5f5fd484569c	Single-cell RNA-seq of the Adult Human Kidney (Version 1.5)	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.h5ad	225177
674	Publication: https://doi.org/10.1038/s41586-022-05060-x Dataset Version: https://datasets.cellxgene.cziscience.com/e61af320-303a-4029-8500-db6636bba0d4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77	8191c283-0816-424b-9b61-c3e1d6258a77	Spatial multi-omic map of human myocardial infarction	10.1038/s41586-022-05060-x	1c739a3e-c3f5-49d5-98e0-73975e751201	e61af320-303a-4029-8500-db6636bba0d4	All-snRNA-Spatial multi-omic map of human myocardial infarction	1c739a3e-c3f5-49d5-98e0-73975e751201.h5ad	191795
675	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/9f45e3f6-df75-4b66-9cea-ad80670be822.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	9940f951-3dc0-4579-bbb2-2392786e59a3	9f45e3f6-df75-4b66-9cea-ad80670be822	Oligodendrocyte - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	9940f951-3dc0-4579-bbb2-2392786e59a3.h5ad	136076
676	Publication: https://doi.org/10.1007/s00401-023-02599-5 Dataset Version: https://datasets.cellxgene.cziscience.com/f249d65b-8400-4681-b1de-d590e72bd799.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/aee9c366-f2fb-470b-8937-577d5d87d3fc	aee9c366-f2fb-470b-8937-577d5d87d3fc	Cortical brain samples from C9-ALS, C9-ALS/FTD, C9-FTD patients and age matched controls	10.1007/s00401-023-02599-5	3b8b5de4-3aa1-4ac6-8890-8d03c8219981	f249d65b-8400-4681-b1de-d590e72bd799	Frontal cortex samples from C9-FTD and age matched control brains	3b8b5de4-3aa1-4ac6-8890-8d03c8219981.h5ad	113106
677	Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/fbba0c45-e2be-4488-b6c3-cfc2594750cc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c	c1241244-b22d-483d-875b-75699efb9f3c	A spatially resolved atlas of the human lung characterizes a gland-associated immune niche	10.1038/s41588-022-01243-4	093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f	fbba0c45-e2be-4488-b6c3-cfc2594750cc	All cells and nuclei	093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f.h5ad	193108
678	Publication: https://doi.org/10.1016/j.cell.2021.04.021 Dataset Version: https://datasets.cellxgene.cziscience.com/731d7240-dcd1-4752-b71a-1c268325ce2b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e3aa612b-0d7d-4d3f-bbea-b8972a74dd4b	e3aa612b-0d7d-4d3f-bbea-b8972a74dd4b	A taxonomy of transcriptomic cell types across the isocortex and hippocampal formation	10.1016/j.cell.2021.04.021	812fa7bd-db15-4357-b2c9-efc8e1eb0450	731d7240-dcd1-4752-b71a-1c268325ce2b	Single-cell RNA-seq for all cortical & hippocampal regions (SMART-Seq v4)	812fa7bd-db15-4357-b2c9-efc8e1eb0450.h5ad	73347
679	Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/8c189c08-4eba-45d4-925f-a5fe1a13d2ae.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5	e5f58829-1a66-40b5-a624-9046778e74f5	Tabula Sapiens	10.1126/science.abl4896	a68b64d8-aee3-4947-81b7-36b8fe5a44d2	8c189c08-4eba-45d4-925f-a5fe1a13d2ae	Tabula Sapiens - Stromal	a68b64d8-aee3-4947-81b7-36b8fe5a44d2.h5ad	82478
680	Publication: https://doi.org/10.1038/s41586-023-06252-9 Dataset Version: https://datasets.cellxgene.cziscience.com/7cbc565b-ac1b-4afa-9f8c-deb8c7b5981c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4195ab4c-20bd-4cd3-8b3d-65601277e731	4195ab4c-20bd-4cd3-8b3d-65601277e731	A spatially resolved single cell genomic atlas of the adult human breast	10.1038/s41586-023-06252-9	3d0d6923-a2c4-476f-a53e-3b7bfa010d90	7cbc565b-ac1b-4afa-9f8c-deb8c7b5981c	scRNA-seq data - fibroblasts	3d0d6923-a2c4-476f-a53e-3b7bfa010d90.h5ad	208390
681	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/afa0a35f-a66d-47c8-a861-9a3f6fc1dcb8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	c4b03352-af8d-492a-8d6b-40f304e0a122	afa0a35f-a66d-47c8-a861-9a3f6fc1dcb8	Supercluster: Medium spiny neuron	c4b03352-af8d-492a-8d6b-40f304e0a122.h5ad	152189
682	Publication: https://doi.org/10.1038/s41586-023-05769-3 Dataset Version: https://datasets.cellxgene.cziscience.com/4ad02dd3-9773-49ac-a8fd-7e0581703b7d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bcb61471-2a44-4d00-a0af-ff085512674c	bcb61471-2a44-4d00-a0af-ff085512674c	An atlas of healthy and injured cell states and niches in the human kidney	10.1038/s41586-023-05769-3	32b9bdce-2481-4c85-ba1b-6ad5fcea844c	4ad02dd3-9773-49ac-a8fd-7e0581703b7d	Single-cell RNA-seq of the Adult Human Kidney (Version 1.0)	32b9bdce-2481-4c85-ba1b-6ad5fcea844c.h5ad	107344
683	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/32b537a5-216e-4252-94f8-5b737bf9dc8f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	d87f3f91-dca4-494b-8993-c4e3008a8fa5	32b537a5-216e-4252-94f8-5b737bf9dc8f	Pvalb - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	d87f3f91-dca4-494b-8993-c4e3008a8fa5.h5ad	81879
684	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/e6279687-0083-47d2-880f-a93b10b5f7db.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	4fb330ab-2d74-4649-b58f-7ffef457efdf	e6279687-0083-47d2-880f-a93b10b5f7db	Human Somatic Cell Lineage	4fb330ab-2d74-4649-b58f-7ffef457efdf.h5ad	191230
685	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b13b3d22-1dec-408d-84a9-cb02e7a79f60.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c	b13b3d22-1dec-408d-84a9-cb02e7a79f60	Vip - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c.h5ad	94828
686	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/4e50ddee-64c0-438f-a0ef-f4f927550340.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	ac2fea99-ce08-4fca-8d03-a19f37bf21a3	4e50ddee-64c0-438f-a0ef-f4f927550340	Human Immune Cell Lineage	ac2fea99-ce08-4fca-8d03-a19f37bf21a3.h5ad	20556
687	Publication: https://doi.org/10.1038/s41586-021-03500-8 Dataset Version: https://datasets.cellxgene.cziscience.com/4040f4b4-ceb4-459d-8745-59374d3f9338.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ae1420fe-6630-46ed-8b3d-cc6056a66467	ae1420fe-6630-46ed-8b3d-cc6056a66467	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	10.1038/s41586-021-03500-8	5e765f97-1cf1-407e-a86c-e28701f4749d	4040f4b4-ceb4-459d-8745-59374d3f9338	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_cells_v3_AIBS	5e765f97-1cf1-407e-a86c-e28701f4749d.h5ad	71183
688	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/3d5071e1-8e56-4cdd-aba5-8f861ad046ce.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	53bc5729-6202-4351-bc99-1f36139e9dc4	3d5071e1-8e56-4cdd-aba5-8f861ad046ce	Vip - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD)	53bc5729-6202-4351-bc99-1f36139e9dc4.h5ad	95014
689	Publication: https://doi.org/10.1101/2020.03.04.976407 Dataset Version: https://datasets.cellxgene.cziscience.com/1d6fb189-21a5-4e9b-9082-b6fe225374a9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f70ebd97-b3bc-44fe-849d-c18e08fe773d	f70ebd97-b3bc-44fe-849d-c18e08fe773d	A transcriptomic atlas of the mouse cerebellum reveals regional specializations and novel cell types	10.1101/2020.03.04.976407	e0ed3c55-aff6-4bb7-b6ff-98a2d90b890c	1d6fb189-21a5-4e9b-9082-b6fe225374a9	A transcriptomic atlas of the mouse cerebellum	e0ed3c55-aff6-4bb7-b6ff-98a2d90b890c.h5ad	611034
690	Publication: https://doi.org/10.1126/science.abo0510 Dataset Version: https://datasets.cellxgene.cziscience.com/c7d5f874-921c-4d37-b0b5-cad5552b5f36.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561	b1a879f6-5638-48d3-8f64-f6592c1b1561	Mapping the developing human immune system across organs	10.1126/science.abo0510	3affa268-8a74-460a-ac9b-a984c0832469	c7d5f874-921c-4d37-b0b5-cad5552b5f36	Lymphoid cells	3affa268-8a74-460a-ac9b-a984c0832469.h5ad	239698
691	Dataset Version: https://datasets.cellxgene.cziscience.com/4631cbcf-d16d-4866-bc64-b9fcaab01087.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/cae8bad0-39e9-4771-85a7-822b0e06de9f	cae8bad0-39e9-4771-85a7-822b0e06de9f	Protracted Neuronal Recruitment in the Temporal Lobe of Young Children		ecce9688-66ea-4600-98f7-84aed7421c01	4631cbcf-d16d-4866-bc64-b9fcaab01087	Subpallial germinal zones and the developing human entorhinal cortex	ecce9688-66ea-4600-98f7-84aed7421c01.h5ad	124917
692	Publication: https://doi.org/10.1126/science.abo0510 Dataset Version: https://datasets.cellxgene.cziscience.com/66e520ac-ee32-4f34-a55b-ab99ca6fda80.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561	b1a879f6-5638-48d3-8f64-f6592c1b1561	Mapping the developing human immune system across organs	10.1126/science.abo0510	2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	66e520ac-ee32-4f34-a55b-ab99ca6fda80	Myeloid cells	2aa1c93c-4ef3-4e9a-98e7-0bd37933953c.h5ad	218758
