soma_joinid	citation	collection_id	collection_name	collection_doi	collection_doi_label	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
1295	Publication: https://doi.org/10.1038/s41588-021-00972-2 Dataset Version: https://datasets.cellxgene.cziscience.com/c2b72205-c0d4-49c3-a911-0b8f0d44ba29.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5	32f2fd23-ec74-486f-9544-e5b2f41725f5	Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro	10.1038/s41588-021-00972-2	Garcia-Alonso et al. (2021) Nat Genet	9ddea8d9-cc4c-420a-90f6-880996f808d4	c2b72205-c0d4-49c3-a911-0b8f0d44ba29	Non-pregnant Uterus (Endometrium - All)	9ddea8d9-cc4c-420a-90f6-880996f808d4.h5ad	100307
1296	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/0bc32564-6f66-42f5-be4b-07146731b8dc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	Garcia-Alonso et al. (2022) Nature	12967895-3d58-4e93-be2c-4e1bcf4388d5	0bc32564-6f66-42f5-be4b-07146731b8dc	Mouse Female	12967895-3d58-4e93-be2c-4e1bcf4388d5.h5ad	69709
1297	Publication: https://doi.org/10.1164/rccm.202207-1384OC Dataset Version: https://datasets.cellxgene.cziscience.com/e01ccf0a-bb22-47f3-9fd0-294c63e9ffed.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4f30b962-d49b-4624-a233-64f048cf8632	4f30b962-d49b-4624-a233-64f048cf8632	A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease	10.1164/rccm.202207-1384OC	Rustam et al. (2023) Am J Respir Crit Care Med	b61a921b-7fa3-4b42-b455-aaaf32447920	e01ccf0a-bb22-47f3-9fd0-294c63e9ffed	A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease	b61a921b-7fa3-4b42-b455-aaaf32447920.h5ad	115788
1298	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/60591892-d938-4cdb-8545-3d84d5c16571.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	e1f595f6-ba2c-495e-9bee-7056f116b1e4	60591892-d938-4cdb-8545-3d84d5c16571	Dissection: Cerebral cortex (Cx) - Middle Temporal Gyrus - MTG	e1f595f6-ba2c-495e-9bee-7056f116b1e4.h5ad	107301
1299	Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/48ac1246-dda5-45c3-ac46-e86c97d63e54.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	He et al. (2022) Cell	4023a2bc-6325-47db-bfdf-9639e91042c2	48ac1246-dda5-45c3-ac46-e86c97d63e54	Organoid	4023a2bc-6325-47db-bfdf-9639e91042c2.h5ad	70495
1300	Publication: https://doi.org/10.1016/j.neuron.2022.06.021 Dataset Version: https://datasets.cellxgene.cziscience.com/45b78a7b-6def-40f2-b27f-8eab7848602f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b953c942-f5d8-434f-9da7-e726ba7c1481	b953c942-f5d8-434f-9da7-e726ba7c1481	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease	10.1016/j.neuron.2022.06.021	Otero-Garcia et al. (2022) Neuron	85c60876-7f35-40c5-a256-7808d84c6ba5	45b78a7b-6def-40f2-b27f-8eab7848602f	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Excitatory	85c60876-7f35-40c5-a256-7808d84c6ba5.h5ad	96129
1301	Publication: https://doi.org/10.1038/s41586-018-0654-5 Dataset Version: https://datasets.cellxgene.cziscience.com/db888f97-f1e2-49ac-81c4-5bb82c0873e1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45f0f67d-4b69-4a3c-a4e8-a63b962e843f	45f0f67d-4b69-4a3c-a4e8-a63b962e843f	Shared and distinct transcriptomic cell types across neocortical areas	10.1038/s41586-018-0654-5	Tasic et al. (2018) Nature	28c696bb-9549-434b-9340-dc745a846f9a	db888f97-f1e2-49ac-81c4-5bb82c0873e1	Shared and distinct transcriptomic cell types across neocortical areas	28c696bb-9549-434b-9340-dc745a846f9a.h5ad	22375
1302	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/4853ad49-1b97-4072-8bec-cb2512f9d0ad.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	7a0a8891-9a22-4549-a55b-c2aca23c3a2a	4853ad49-1b97-4072-8bec-cb2512f9d0ad	Supercluster: Hippocampal CA1-3	7a0a8891-9a22-4549-a55b-c2aca23c3a2a.h5ad	74979
1303	Publication: https://doi.org/10.1002/path.5751 Dataset Version: https://datasets.cellxgene.cziscience.com/a33ec845-4942-4349-8bf4-d1f971f5ea47.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4b54248f-2165-477c-a027-dd55082e8818	4b54248f-2165-477c-a027-dd55082e8818	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions	10.1002/path.5751	Joseph et al. (2021) J. Pathol.	574e9f9e-f8b4-41ef-bf19-89a9964fd9c7	a33ec845-4942-4349-8bf4-d1f971f5ea47	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells	574e9f9e-f8b4-41ef-bf19-89a9964fd9c7.h5ad	83451
1304	Publication: https://doi.org/10.1016/j.isci.2024.109916 Dataset Version: https://datasets.cellxgene.cziscience.com/2848134a-6753-40b1-b31c-209606f07609.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	Unified comprehensive single-cell atlas of the mouse retina	10.1016/j.isci.2024.109916	Li et al. (2024) iScience	52ec814e-2ff6-4ab1-a1a1-d31404af47e3	2848134a-6753-40b1-b31c-209606f07609	MRCA: scRNA-seq of the mouse retina - RGC subclass	52ec814e-2ff6-4ab1-a1a1-d31404af47e3.h5ad	77902
1305	Publication: https://doi.org/10.1016/j.molmet.2022.101595 Dataset Version: https://datasets.cellxgene.cziscience.com/21be1ac0-2bbe-4aa8-92e7-d9d975b92905.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e	0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e	A transcriptional cross species map of pancreatic islet cells	10.1016/j.molmet.2022.101595	Tritschler et al. (2022) Molecular Metabolism	3294d050-6eeb-4a00-b24c-71aacc9b777f	21be1ac0-2bbe-4aa8-92e7-d9d975b92905	Human pancreatic islet cells	3294d050-6eeb-4a00-b24c-71aacc9b777f.h5ad	26474
1306	Publication: https://doi.org/10.1158/2159-8290.cd-22-0824 Dataset Version: https://datasets.cellxgene.cziscience.com/fadec542-5680-4cd0-aee1-dbcdecf5b4a1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a18474f4-ff1e-4864-af69-270b956cee5b	a18474f4-ff1e-4864-af69-270b956cee5b	Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia	10.1158/2159-8290.cd-22-0824	Nowicki-Osuch et al. (2023) Cancer Discovery	e5233a94-9e43-418c-8209-6f1400c31530	fadec542-5680-4cd0-aee1-dbcdecf5b4a1	UMAP of all data	e5233a94-9e43-418c-8209-6f1400c31530.h5ad	146583
1307	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/cc0a3c90-988b-481c-94a2-453c1196ec81.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	Garcia-Alonso et al. (2022) Nature	535e9336-2d8d-43c3-944d-bcbebe20df8a	cc0a3c90-988b-481c-94a2-453c1196ec81	Human Male	535e9336-2d8d-43c3-944d-bcbebe20df8a.h5ad	133811
1308	Publication: https://doi.org/10.1016/j.jhep.2023.12.023 Dataset Version: https://datasets.cellxgene.cziscience.com/303e954f-33d7-473e-86f9-f96a18192bd2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0c8a364b-97b5-4cc8-a593-23c38c6f0ac5	0c8a364b-97b5-4cc8-a593-23c38c6f0ac5	Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver	10.1016/j.jhep.2023.12.023	Andrews et al. (2024) Journal of Hepatology	1873a18a-66fd-4a4d-8277-a872c93f5b59	303e954f-33d7-473e-86f9-f96a18192bd2	All cells types from snRNA-seq of human primary sclerosing cholangitis patients and healthy controls	1873a18a-66fd-4a4d-8277-a872c93f5b59.h5ad	105780
1309	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/2528b27c-77d0-46ec-98a3-8a6c91f7277d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	8ba5453f-7fab-4702-a3a6-4021b1f31a7a	2528b27c-77d0-46ec-98a3-8a6c91f7277d	Supercluster: Thalamic excitatory	8ba5453f-7fab-4702-a3a6-4021b1f31a7a.h5ad	85546
1310	Publication: https://doi.org/10.1016/j.xgen.2023.100298 Dataset Version: https://datasets.cellxgene.cziscience.com/8b10866b-4bc7-43cc-bdaf-7a952e559bfb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/af893e86-8e9f-41f1-a474-ef05359b1fb7	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.1016/j.xgen.2023.100298	Liang et al. (2023) Cell Genomics	00e5dedd-b9b7-43be-8c28-b0e5c6414a62	8b10866b-4bc7-43cc-bdaf-7a952e559bfb	Photoreceptor cells in human retina (rod cells downsampled)	00e5dedd-b9b7-43be-8c28-b0e5c6414a62.h5ad	21422
1311	Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/536ca3d3-1012-4ba2-ad22-47a5adca944f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5	e5f58829-1a66-40b5-a624-9046778e74f5	Tabula Sapiens	10.1126/science.abl4896	The Tabula Sapiens Consortium* et al. (2022) Science	2ba40233-8576-4dec-a5f1-2adfa115e2dc	536ca3d3-1012-4ba2-ad22-47a5adca944f	Tabula Sapiens - Mammary	2ba40233-8576-4dec-a5f1-2adfa115e2dc.h5ad	30936
1312	Publication: https://doi.org/10.1038/s41586-020-2157-4 Dataset Version: https://datasets.cellxgene.cziscience.com/ae0c62a1-a30f-4033-97d2-0edb2e146c53.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/38833785-fac5-48fd-944a-0f62a4c23ed1	38833785-fac5-48fd-944a-0f62a4c23ed1	Construction of a human cell landscape at single-cell level	10.1038/s41586-020-2157-4	Han et al. (2020) Nature	2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	ae0c62a1-a30f-4033-97d2-0edb2e146c53	Construction of a human cell landscape at single-cell level	2adb1f8a-a6b1-4909-8ee8-484814e2d4bf.h5ad	598266
1313	Publication: https://doi.org/10.1126/science.adf2359 Dataset Version: https://datasets.cellxgene.cziscience.com/1ca450e2-f066-491a-b549-dab81c60bd10.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/35928d1c-36fc-4f93-9a8d-0b921ab41745	35928d1c-36fc-4f93-9a8d-0b921ab41745	HVS: Human variation study	10.1126/science.adf2359	Johansen et al. (2023) Science	ea95cdd5-cf7e-4d5d-a0bd-032776d32ae5	1ca450e2-f066-491a-b549-dab81c60bd10	Astro - neocortex: Human variation study (HVS)	ea95cdd5-cf7e-4d5d-a0bd-032776d32ae5.h5ad	16319
1314	Publication: https://doi.org/10.1038/s41586-022-04518-2 Dataset Version: https://datasets.cellxgene.cziscience.com/2cd5b08f-4537-451c-87df-f4ce5ef7dee3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fe0e718d-2ee9-42cc-894b-0b490f437dfd	fe0e718d-2ee9-42cc-894b-0b490f437dfd	A single-cell atlas of human and mouse white adipose tissue	10.1038/s41586-022-04518-2	Emont et al. (2022) Nature	ca46ffe6-0a26-4d8d-82fa-81722daf1102	2cd5b08f-4537-451c-87df-f4ce5ef7dee3	A Single-Cell Atlas of Human White Adipose Tissue	ca46ffe6-0a26-4d8d-82fa-81722daf1102.h5ad	166149
1315	Publication: https://doi.org/10.1126/science.abl4290 Dataset Version: https://datasets.cellxgene.cziscience.com/661d5ec2-ca57-413c-8374-f49b0054ddba.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a3ffde6c-7ad2-498a-903c-d58e732f7470	a3ffde6c-7ad2-498a-903c-d58e732f7470	Single-nucleus cross-tissue molecular reference maps to decipher disease gene function	10.1126/science.abl4290	Eraslan et al. (2022) Science	4ed927e9-c099-49af-b8ce-a2652d069333	661d5ec2-ca57-413c-8374-f49b0054ddba	Single-nucleus cross-tissue molecular reference maps to decipher disease gene function	4ed927e9-c099-49af-b8ce-a2652d069333.h5ad	209126
1316	Publication: https://doi.org/10.1016/j.xgen.2023.100298 Dataset Version: https://datasets.cellxgene.cziscience.com/01fece28-5bde-4333-be38-176c325aac9d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/af893e86-8e9f-41f1-a474-ef05359b1fb7	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.1016/j.xgen.2023.100298	Liang et al. (2023) Cell Genomics	ed419b4e-db9b-40f1-8593-68fdf8dfb076	01fece28-5bde-4333-be38-176c325aac9d	Non-neuronal cells in human retina	ed419b4e-db9b-40f1-8593-68fdf8dfb076.h5ad	18011
1317	Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/619e1785-f7d2-4371-b865-1915cc32f988.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5	e5f58829-1a66-40b5-a624-9046778e74f5	Tabula Sapiens	10.1126/science.abl4896	The Tabula Sapiens Consortium* et al. (2022) Science	a0754256-f44b-4c4a-962c-a552e47d3fdc	619e1785-f7d2-4371-b865-1915cc32f988	Tabula Sapiens - Eye	a0754256-f44b-4c4a-962c-a552e47d3fdc.h5ad	34273
1318	Dataset Version: https://datasets.cellxgene.cziscience.com/5cb80a8f-499b-45b3-acc9-6257676b5f12.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5542eeb0-96ef-4ab9-95ea-eb6abc178461	5542eeb0-96ef-4ab9-95ea-eb6abc178461	Human circulating hematopoietic stem and progenitor cells in aging, cytopenia and MDS			d9f3a82c-24bb-4277-b715-8ec92a33dd32	5cb80a8f-499b-45b3-acc9-6257676b5f12	human cHSPCs - Illumina	d9f3a82c-24bb-4277-b715-8ec92a33dd32.h5ad	495763
1319	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/57cb6a80-f5ae-433e-91d6-94acaf0c24b5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb	57cb6a80-f5ae-433e-91d6-94acaf0c24b5	Dissection: Cerebral cortex (Cx) - Precentral gyrus (PrCG) - Primary motor cortex - M1C	f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb.h5ad	116576
1320	Publication: https://doi.org/10.1016/j.isci.2024.109916 Dataset Version: https://datasets.cellxgene.cziscience.com/9d8f8498-8d8e-4044-9c5b-20c4b2a0e75b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	Unified comprehensive single-cell atlas of the mouse retina	10.1016/j.isci.2024.109916	Li et al. (2024) iScience	40e25c08-8d33-4768-89dd-501def6191d7	9d8f8498-8d8e-4044-9c5b-20c4b2a0e75b	MRCA: scRNA-seq of the mouse retina - bipolar cell subclass	40e25c08-8d33-4768-89dd-501def6191d7.h5ad	147523
1321	Publication: https://doi.org/10.1038/s41586-022-05496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/ffc98fde-61c6-43e5-97c4-dfc7d366d707.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4796c91c-9d8f-4692-be43-347b1727f9d8	4796c91c-9d8f-4692-be43-347b1727f9d8	MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion	10.1038/s41586-022-05496-1	Vázquez-García et al. (2022) Nature	0caedec7-1c7d-4e79-aba2-50f6916e643f	ffc98fde-61c6-43e5-97c4-dfc7d366d707	MSK SPECTRUM - Macrophages	0caedec7-1c7d-4e79-aba2-50f6916e643f.h5ad	166895
1322	Publication: https://doi.org/10.1038/s41590-023-01584-0 Dataset Version: https://datasets.cellxgene.cziscience.com/4d94421f-784b-421f-8cc7-cefc05e87c61.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7e216a15-82df-46ee-b454-d0261d99e5f5	7e216a15-82df-46ee-b454-d0261d99e5f5	Single-cell multiomic analysis of thymocyte development reveals drivers of CD4+ T cell and CD8+ T cell lineage commitment	10.1038/s41590-023-01584-0	Steier et al. (2023) Nat Immunol	8d819c30-9759-41b4-9871-8acddfadb0bc	4d94421f-784b-421f-8cc7-cefc05e87c61	Single-cell multi-omic analysis of positively selected thymocytes	8d819c30-9759-41b4-9871-8acddfadb0bc.h5ad	29408
1323	Publication: https://doi.org/10.1038/s41586-024-07944-6 Dataset Version: https://datasets.cellxgene.cziscience.com/d61a86e7-7c59-4e9d-bf12-aca9619241f7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fc19ae6c-d7c1-4dce-b703-62c5d52061b4	fc19ae6c-d7c1-4dce-b703-62c5d52061b4	A spatial human thymus cell atlas mapped to a continuous tissue axis	10.1038/s41586-024-07944-6	Yayon et al. (2024) Nature	cfcec0ab-909c-4334-9683-b275e0b4dcc0	d61a86e7-7c59-4e9d-bf12-aca9619241f7	thymus scRNA-seq atlas - T cell subset	cfcec0ab-909c-4334-9683-b275e0b4dcc0.h5ad	391462
1324	Publication: https://doi.org/10.1172/jci.insight.176963 Dataset Version: https://datasets.cellxgene.cziscience.com/8f44ba33-fc67-4004-9736-17a2147b0147.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c672834e-c3e3-49cb-81a5-4c844be4a975	c672834e-c3e3-49cb-81a5-4c844be4a975	CITEseq of JDM PBMCs	10.1172/jci.insight.176963	Rabadam et al. (2024) JCI Insight	a199ca73-035d-44e2-9893-4c493151db21	8f44ba33-fc67-4004-9736-17a2147b0147	CITEseq of JDM PBMCs	a199ca73-035d-44e2-9893-4c493151db21.h5ad	105827
1325	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/fb2d9c6e-079d-4fd4-ac7e-83121384aa7e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	2190bd4d-3be0-4bf7-8ca8-8d6f71228936	fb2d9c6e-079d-4fd4-ac7e-83121384aa7e	Supercluster: Midbrain-derived inhibitory	2190bd4d-3be0-4bf7-8ca8-8d6f71228936.h5ad	126782
1326	Publication: https://doi.org/10.1101/2023.11.22.23298470 Dataset Version: https://datasets.cellxgene.cziscience.com/f92de076-c860-4a4f-9d36-6a74cee3ae5d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/380ade76-e561-49a8-afb2-0f10b39c2c72	380ade76-e561-49a8-afb2-0f10b39c2c72	A Cellular atlas of the human fallopian tube reveals the metamorphosis of secretory epithelial cells during the menstrual cycle and menopause	10.1101/2023.11.22.23298470	Weigert et al. (2023) medRxiv	0436a180-cb44-47ba-8ffa-807b7a468469	f92de076-c860-4a4f-9d36-6a74cee3ae5d	Fallopian tube samples from pre- and post-menopausal humans	0436a180-cb44-47ba-8ffa-807b7a468469.h5ad	131218
1327	Publication: https://doi.org/10.1016/j.cell.2023.11.026 Dataset Version: https://datasets.cellxgene.cziscience.com/9f570ea4-9de1-4de4-9bfc-e6a80ad8184c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc	854c0855-23ad-4362-8b77-6b1639e7a9fc	Automatic cell-type harmonization and integration across Human Cell Atlas datasets	10.1016/j.cell.2023.11.026	Xu et al. (2023) Cell	f95d8919-1f2a-405f-8776-bfecc0ab0f3f	9f570ea4-9de1-4de4-9bfc-e6a80ad8184c	Kidney	f95d8919-1f2a-405f-8776-bfecc0ab0f3f.h5ad	194504
1328	Publication: https://doi.org/10.1038/s41586-022-04518-2 Dataset Version: https://datasets.cellxgene.cziscience.com/4103ff27-c13c-4092-87a7-5cd71ce57d26.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fe0e718d-2ee9-42cc-894b-0b490f437dfd	fe0e718d-2ee9-42cc-894b-0b490f437dfd	A single-cell atlas of human and mouse white adipose tissue	10.1038/s41586-022-04518-2	Emont et al. (2022) Nature	a2da8d7b-54a8-47d1-a0d3-aafcd0535f00	4103ff27-c13c-4092-87a7-5cd71ce57d26	A Single-Cell Atlas of Mouse White Adipose Tissue	a2da8d7b-54a8-47d1-a0d3-aafcd0535f00.h5ad	197721
1329	Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/32b747ce-7afb-4342-89d2-ca5d274164ed.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1038/s41593-024-01774-5	Gabitto et al. (2024) Nat Neurosci	d2fc9880-e6d3-4922-af5c-61f4f517adfa	32b747ce-7afb-4342-89d2-ca5d274164ed	Oligodendrocyte - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	d2fc9880-e6d3-4922-af5c-61f4f517adfa.h5ad	99369
1330	Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/44d1c1aa-7c79-4cca-9edf-f4e97edc047a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	Chan et al. (2021) Cancer Cell	576f193c-75d0-4a11-bd25-8676587e6dc2	44d1c1aa-7c79-4cca-9edf-f4e97edc047a	Combined samples	576f193c-75d0-4a11-bd25-8676587e6dc2.h5ad	147137
1331	Publication: https://doi.org/10.1016/j.cell.2023.11.026 Dataset Version: https://datasets.cellxgene.cziscience.com/b34c3882-0653-4fb7-a692-af4310a602be.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc	854c0855-23ad-4362-8b77-6b1639e7a9fc	Automatic cell-type harmonization and integration across Human Cell Atlas datasets	10.1016/j.cell.2023.11.026	Xu et al. (2023) Cell	72f4798d-ba94-48ec-be01-9bb8a1f11f56	b34c3882-0653-4fb7-a692-af4310a602be	Spleen	72f4798d-ba94-48ec-be01-9bb8a1f11f56.h5ad	200664
1332	Publication: https://doi.org/10.1038/s41588-021-00972-2 Dataset Version: https://datasets.cellxgene.cziscience.com/d8dade5d-1f1e-4b75-b84a-889280545e18.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5	32f2fd23-ec74-486f-9544-e5b2f41725f5	Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro	10.1038/s41588-021-00972-2	Garcia-Alonso et al. (2021) Nat Genet	76150f40-1989-4977-9e23-696e72d59d9e	d8dade5d-1f1e-4b75-b84a-889280545e18	Non-pregnant Uterus (Endometrium - Organoid)	76150f40-1989-4977-9e23-696e72d59d9e.h5ad	118672
1333	Publication: https://doi.org/10.1016/j.cell.2021.11.031 Dataset Version: https://datasets.cellxgene.cziscience.com/4a7cc8e0-4611-49ad-870e-96a51d866703.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a48f5033-3438-4550-8574-cdff3263fdfd	a48f5033-3438-4550-8574-cdff3263fdfd	HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps	10.1016/j.cell.2021.11.031	Chen et al. (2021) Cell	e40c6272-af77-4a10-9385-62a398884f27	4a7cc8e0-4611-49ad-870e-96a51d866703	Discovery (DIS) set of human colorectal tumor: Epithelial	e40c6272-af77-4a10-9385-62a398884f27.h5ad	65088
